dis_no,seq,start,end,years,decade,decade_year,category,subcategory,type,subtype,event_name,country,iso,latitude,longitude,region,continent,deaths,affected,deaths_affected,random_x,random_y
1996-0282-MYS,1276,1996,1996,0,10,6,Meteorological,Storm,Storm,Tropical Cyclone,Greg,Malaysia,MYS,4.210484,101.975766,South-Eastern Asia,Asia,270,4176,4446,0.833676001,0.658722428
1996-0493-CHN,1204,1996,1996,0,10,6,Meteorological,Storm,Storm,Tropical Cyclone,Kirk,China,CHN,35.86166,104.195397,Eastern Asia,Asia,266,100000,100266,0.218624523,0.393678912
1996-0489-MLI,1284,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Meningitis,Mali,MLI,17.570692,-3.996166,Western Africa,Africa,319,2028,2347,0.887006729,0.728653028
1996-0057-BFA,1205,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,4071,40506,44577,0.259572982,0.900063743
1996-0086-BGD,1206,1996,1996,0,10,6,Meteorological,Storm,Storm,Tropical Cyclone,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,525,118291,118816,0.551134896,0.47394505
1996-0013-BGD,1207,1996,1996,0,10,6,Meteorological,Extreme_Temperature,Extreme Temperature,Cold Wave,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,200,,200,0.191716441,0.62322343
1996-0021-CHN,1208,1996,1996,0,10,6,Geophysical,Earthquake,Earthquake,Ground Movement,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,309,5077795,5078104,0.506150394,0.926963572
1996-0103-CHN,1209,1996,1996,0,10,6,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,2775,154634000,154636775,0.661339325,0.379997295
1996-0169-CHN,1210,1996,1996,0,10,6,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1200,,1200,0.07248781,0.643731937
1996-0138-CHN,1211,1996,1996,0,10,6,Hydrological,Landslide,Landslide,Landslide,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,226,77,303,0.804777559,0.029066094
1996-0128-CHN,1213,1996,1996,0,10,6,Hydrological,Landslide,Landslide,Mudslide,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,226,,226,0.804297847,0.291580819
1996-0210-GHA,1277,1996,1997,1,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,,Ghana,GHA,7.946527,-1.023194,Western Africa,Africa,411,3757,4168,0.65288867,0.918668887
1996-0245-IND,1280,1996,1996,0,10,6,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,388,100000,100388,0.938941956,0.541386311
1996-0181-IND,1282,1996,1996,0,10,6,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,226,70000,70226,0.434270663,0.257300255
1996-0501-IND,1283,1996,1996,0,10,6,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,500,100000,100500,0.447157872,0.190989822
1996-0059-NER,1285,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,,Niger,NER,17.607789,8.081666,Western Africa,Africa,676,6518,7194,0.928671467,0.480497611
1996-0107-NPL,1289,1996,1996,0,10,6,Hydrological,Flood,Flood,Flash Flood,,Nepal,NPL,28.394857,84.124008,Southern Asia,Asia,768,151382,152150,0.173008787,0.294738412
1996-0210-TGO,1362,1996,1997,1,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,,Togo,TGO,8.619543,0.824782,Western Africa,Africa,360,2619,2979,0.812014722,0.550848012
1996-0134-YEM,1366,1996,1996,0,10,6,Hydrological,Flood,Flood,Riverine Flood,,Yemen,YEM,15.552727,48.516388,Western Asia,Asia,338,238210,238548,0.900836819,0.833107641
1996-0132-ZWE,1368,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Parasitic Disease,,Zimbabwe,ZWE,-19.015438,29.154857,Eastern Africa,Africa,1311,500000,501311,0.639344417,0.621941326
1997-0204-GNB,1298,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Guinea-Bissau,GNB,11.803749,-15.180413,Western Africa,Africa,781,22299,23080,0.075340972,0.666505507
1997-0514-KEN,1308,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Kenya,KEN,-0.023559,37.906193,Eastern Africa,Africa,237,13476,13713,0.114589878,0.419568017
1997-0551-KEN,1310,1997,1998,1,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Kenya,KEN,-0.023559,37.906193,Eastern Africa,Africa,555,17200,17755,0.316664764,0.7287126
1997-0288-MOZ,1316,1997,1998,1,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Mozambique,MOZ,-18.665695,35.529562,Eastern Africa,Africa,619,26783,27402,0.063606444,0.29717967
1997-0129-TZA,1375,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,2025,35591,37616,0.223978937,0.454729464
1997-0516-TZA,1376,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,304,6759,7063,0.945588417,0.235525996
1997-0267-VNM,1377,1997,1997,0,10,7,Meteorological,Storm,Storm,Tropical Cyclone,Linda,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,3682,1081127,1084809,0.184975562,0.563274594
1997-0243-MEX,1313,1997,1997,0,10,7,Meteorological,Storm,Storm,Tropical Cyclone,Pauline,Mexico,MEX,23.634501,-102.552784,Central America,Americas,230,800200,800430,0.402405213,0.876100152
1997-0554-KEN,1311,1997,1998,1,10,7,Biological,Epidemic,Epidemic,Viral Disease,Rift Valley Fever,Kenya,KEN,-0.023559,37.906193,Eastern Africa,Africa,300,,300,0.880915456,0.367726555
1997-0521-SOM,1371,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Viral Disease,Rift Valley Fever,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,500,,500,0.793685857,0.19342263
1997-0342-CHN,1216,1997,1997,0,10,7,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,300,318000,318300,0.421236879,0.89410343
1997-0558-CHN,1217,1997,1997,0,10,7,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,420,,420,0.68413057,0.612211146
1997-0487-BFA,1220,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,,Burkina Faso,BFA,12.238333,-1.561593,Western Africa,Africa,2274,17996,20270,0.950370893,0.137894964
1997-0530-PER,1292,1997,1998,1,10,7,Meteorological,Storm,Storm,Tropical Cyclone,,Peru,PER,-9.189967,-75.015152,South America,Americas,518,580730,581248,0.041356198,0.377986522
1997-9244-IDN,1293,1997,1997,0,10,7,Climatological,Drought,Drought,Drought,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,672,1065000,1065672,0.417658514,0.887701671
1997-0526-ECU,1294,1997,1998,1,10,7,Hydrological,Flood,Flood,Flood,,Ecuador,ECU,-1.831239,-78.183406,South America,Americas,218,35091,35309,0.776079553,0.557515171
1997-0270-ETH,1295,1997,1997,0,10,7,Hydrological,Flood,Flood,Riverine Flood,,Ethiopia,ETH,9.145,40.489673,Eastern Africa,Africa,297,65000,65297,0.992396563,0.347969582
1997-0095-IRN,1296,1997,1997,0,10,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,1568,74600,76168,0.871163816,0.897477659
1997-0220-IDN,1299,1997,1997,0,10,7,Climatological,Wildfire,Wildfire,Forest Fire,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,240,32070,32310,0.846603505,0.587271913
1997-0182-IND,1301,1997,1997,0,10,7,Hydrological,Flood,Flood,Coastal Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,400,,400,0.439532343,0.453633312
1997-0260-IND,1304,1997,1997,0,10,7,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,1442,29259000,29260442,0.982820079,0.944171229
1997-0348-IND,1305,1997,1997,0,10,7,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,244,,244,0.411169697,0.233043794
1997-0035-IRN,1307,1997,1997,0,10,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,1100,38600,39700,0.492281632,0.77513964
1997-0062-MEX,1314,1997,1997,0,10,7,Meteorological,Extreme_Temperature,Extreme Temperature,Cold Wave,,Mexico,MEX,23.634501,-102.552784,Central America,Americas,205,,205,0.529004352,0.560139327
1997-0490-MLI,1315,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,,Mali,MLI,17.570692,-3.996166,Western Africa,Africa,1098,9666,10764,0.487032904,0.842452806
1997-0491-NER,1317,1997,1997,0,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,,Niger,NER,17.607789,8.081666,Western Africa,Africa,251,1908,2159,0.575579016,0.162224685
1997-0027-PER,1320,1997,1997,0,10,7,Hydrological,Landslide,Landslide,Mudslide,,Peru,PER,-9.189967,-75.015152,South America,Americas,300,30000,30300,0.278856053,0.286705198
1997-0265-SOM,1370,1997,1997,0,10,7,Hydrological,Flood,Flood,Riverine Flood,,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,2311,1230000,1232311,0.727496221,0.088560237
1997-0494-TCD,1372,1997,1998,1,10,7,Biological,Epidemic,Epidemic,Bacterial Disease,,Chad,TCD,15.454166,18.732207,Middle Africa,Africa,239,2835,3074,0.470134946,0.03076938
1998-0183-IND,1330,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,03A,India,IND,20.593684,78.96288,Southern Asia,Asia,2871,4600893,4603764,0.455698584,0.547813013
1998-0373-BGD,1393,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,07B,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,200,121000,121200,0.755090291,0.78071182
1998-0274-SDN,1381,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Epidemic,Acute Diarrhoeal Syndrome,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,1373,,1373,0.57241917,0.271867517
1998-0314-PHL,1343,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,Babs (Loleng),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,332,3902424,3902756,0.698598853,0.215433281
1998-0374-VNM,1471,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,"Chip, Elvis , Dawn",Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,283,2440092,2440375,0.521268107,0.64267061
1998-0232-IND,1333,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,India,IND,20.593684,78.96288,Southern Asia,Asia,679,14632,15311,0.268147769,0.433679191
1998-0049-SOM,1385,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,248,6704,6952,0.389708557,0.2706311
1998-0342-TGO,1386,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Togo,TGO,8.619543,0.824782,Western Africa,Africa,239,3669,3908,0.083425877,0.291148145
1998-0128-TZA,1388,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,1871,35824,37695,0.825817661,0.510072051
1998-0133-COD,1391,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Congo (Dem. Rep.),COD,-4.038333,21.758664,Middle Africa,Africa,746,9605,10351,0.222250551,0.703686974
1998-0599-SOM,1473,1998,1999,1,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,233,7860,8093,0.042694166,0.20824996
1998-0143-IDN,1326,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,777,32665,33442,0.621695371,0.054654264
1998-0352-KHM,1335,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Cambodia,KHM,12.565679,104.990963,South-Eastern Asia,Asia,475,15000,15475,0.464874458,0.589243864
1998-0271-PHL,1344,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,202,11000,11202,0.869519195,0.42060762
1998-0327-VNM,1390,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,214,8000,8214,0.171831457,0.505417932
1998-0295-DOM,1323,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,Georges,Dominican Republic,DOM,18.735693,-70.162651,Caribbean,Americas,347,975595,975942,0.122307989,0.424189369
1998-0294-MEX,1338,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,Madeline & Lester,Mexico,MEX,23.634501,-102.552784,Central America,Americas,240,3000,3240,0.871304349,0.803832838
1998-0598-SDN,1472,1998,1999,1,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,Meningococcal Disease,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,1600,20400,22000,0.546051267,0.911106667
1998-0344-NIC,1322,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,Mitch,Nicaragua,NIC,12.865416,-85.207229,Central America,Americas,3332,868228,871560,0.143662227,0.121102835
1998-0371-GTM,1324,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,Mitch,Guatemala,GTM,15.783471,-90.230759,Central America,Americas,384,105700,106084,0.285385695,0.465242243
1998-0345-HND,1325,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,Mitch,Honduras,HND,15.199999,-86.241905,Central America,Americas,14600,2112000,2126600,0.855067274,0.716865966
1998-0343-SLV,1384,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,Mitch,El Salvador,SLV,13.794185,-88.89653,Central America,Americas,475,84000,84475,0.244197678,0.313897508
1998-0152-AFG,1226,1998,1998,0,10,8,Geophysical,Earthquake,Earthquake,Ground Movement,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,4700,116935,121635,0.467003419,0.019090696
1998-0165-CHN,1227,1998,1998,0,10,8,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,3656,238973000,238976656,0.899230674,0.929354411
1998-0026-AFG,1228,1998,1998,0,10,8,Geophysical,Earthquake,Earthquake,Ground Movement,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,2323,32818,35141,0.346309573,0.764626872
1998-0203-BGD,1231,1998,1998,0,10,8,Hydrological,Flood,Flood,Riverine Flood,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,1050,15000050,15001100,0.667753223,0.532798845
1998-0045-IDN,1327,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Epidemic,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,672,,672,0.110525407,0.751150366
1998-0106-IND,1328,1998,1998,0,10,8,Meteorological,Storm,Storm,Convective Storm,,India,IND,20.593684,78.96288,Southern Asia,Asia,250,40500,40750,0.033922219,0.467121878
1998-0253-IND,1329,1998,1998,0,10,8,Hydrological,Landslide,Landslide,Landslide,,India,IND,20.593684,78.96288,Southern Asia,Asia,239,200000,200239,0.348236647,0.695086315
1998-0313-IND,1331,1998,1998,0,10,8,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,250,,250,0.600110749,0.284322528
1998-0217-IND,1332,1998,1998,0,10,8,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,India,IND,20.593684,78.96288,Southern Asia,Asia,2541,,2541,0.094653448,0.826095383
1998-0219-KOR,1336,1998,1998,0,10,8,Hydrological,Flood,Flood,Flash Flood,,South Korea,KOR,35.907757,127.766922,Eastern Asia,Asia,403,121000,121403,0.466862354,0.253571239
1998-0289-MEX,1337,1998,1998,0,10,8,Hydrological,Flood,Flood,Coastal Flood,,Mexico,MEX,23.634501,-102.552784,Central America,Americas,274,25000,25274,0.853607395,0.833315292
1998-0221-NPL,1340,1998,1998,0,10,8,Hydrological,Flood,Flood,Flood,,Nepal,NPL,28.394857,84.124008,Southern Asia,Asia,260,70000,70260,0.965371175,0.425442885
1998-0048-PAK,1341,1998,1998,0,10,8,Hydrological,Flood,Flood,Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,1000,200000,201000,0.518739657,0.419268277
1998-0220-PNG,1345,1998,1998,0,10,8,Geophysical,Earthquake,Earthquake,Tsunami,,Papua New Guinea,PNG,-6.314993,143.95555,Melanesia,Oceania,2182,9867,12049,0.837487242,0.385353853
1998-0138-SEN,1383,1998,1999,1,10,8,Biological,Epidemic,Epidemic,Bacterial Disease,,Senegal,SEN,14.497401,-14.452362,Western Africa,Africa,372,2709,3081,0.896030008,0.429922784
1998-0146-TZA,1389,1998,1998,0,10,8,Biological,Epidemic,Epidemic,Parasitic Disease,,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,590,4853,5443,0.788169647,0.090333341
1998-0445-CHN,1394,1998,1998,0,10,8,Hydrological,Flood,Flood,Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,440,1500000,1500440,0.165008123,0.948410275
1998-0392-IND,1416,1998,1998,0,10,8,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,1811,29227200,29229011,0.009371541,0.556432741
1998-0450-IND,1417,1998,1998,0,10,8,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,230,375000,375230,0.40608689,0.189713491
1999-0425-IND,1423,1999,1999,0,10,9,Meteorological,Storm,Storm,Tropical Cyclone,05B,India,IND,20.593684,78.96288,Southern Asia,Asia,9843,12628312,12638155,0.54867927,0.366458347
1999-0178-PAK,1426,1999,1999,0,10,9,Meteorological,Storm,Storm,Tropical Cyclone,2-A,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,231,535940,536171,0.443681515,0.335365003
1999-0497-NGA,1440,1999,1999,0,10,9,Biological,Epidemic,Epidemic,Epidemic,Acute Watery Diarrheal Syndrome,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,350,1650,2000,0.453079624,0.843243211
1999-0715-KEN,1436,1999,1999,0,10,9,Biological,Epidemic,Epidemic,Epidemic,Cholera,Kenya,KEN,-0.023559,37.906193,Eastern Africa,Africa,1237,22432,23669,0.787717741,0.605821019
1999-0490-MDG,1437,1999,2000,1,11,9,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Madagascar,MDG,-18.766947,46.869107,Eastern Africa,Africa,860,15173,16033,0.256450432,0.95534561
1999-0513-SDN,1478,1999,1999,0,10,9,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,210,2811,3021,0.477705623,0.160282636
1999-0719-ZMB,1486,1999,1999,0,10,9,Biological,Epidemic,Epidemic,Epidemic,Cholera,Zambia,ZMB,-13.133897,27.849332,Eastern Africa,Africa,393,11327,11720,0.764967479,0.809080685
1999-0649-IND,1433,1999,1999,0,10,9,Biological,Epidemic,Epidemic,Viral Disease,Japanese Encephalitis,India,IND,20.593684,78.96288,Southern Asia,Asia,200,765,965,0.749415229,0.667277159
1999-0177-IND,1431,1999,1999,0,10,9,Meteorological,Storm,Storm,Tropical Cyclone,O2A,India,IND,20.593684,78.96288,Southern Asia,Asia,451,40696,41147,0.216638115,0.641849155
1999-0016-COL,1397,1999,1999,0,10,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Colombia,COL,4.570868,-74.297333,South America,Americas,1186,1205933,1207119,0.580195891,0.976689546
1999-0191-CHN,1401,1999,1999,0,10,9,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,725,101024000,101024725,0.13989283,0.706853333
1999-0355-CHN,1402,1999,1999,0,10,9,Meteorological,Storm,Storm,Storm,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,200,150000,150200,0.115504139,0.926365033
1999-0391-MEX,1424,1999,1999,0,10,9,Hydrological,Flood,Flood,Coastal Flood,,Mexico,MEX,23.634501,-102.552784,Central America,Americas,636,616060,616696,0.786383753,0.445768157
1999-0481-GNB,1427,1999,1999,0,10,9,Biological,Epidemic,Epidemic,Bacterial Disease,,Guinea-Bissau,GNB,11.803749,-15.180413,Western Africa,Africa,404,2169,2573,0.794720544,0.063643249
1999-0213-IND,1430,1999,1999,0,10,9,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,325,5500000,5500325,0.819459894,0.064741397
1999-0371-IND,1434,1999,1999,0,10,9,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,229,22120000,22120229,0.336699123,0.235374869
1999-0487-KEN,1435,1999,1999,0,10,9,Biological,Epidemic,Epidemic,Parasitic Disease,,Kenya,KEN,-0.023559,37.906193,Eastern Africa,Africa,563,306352,306915,0.328623268,0.869826602
1999-0449-TUR,1474,1999,1999,0,10,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,845,224948,225793,0.701799822,0.853779557
1999-0321-TWN,1475,1999,1999,0,10,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Taiwan,TWN,23.69781,120.960515,Eastern Asia,Asia,2264,108664,110928,0.313969807,0.255090988
1999-0246-USA,1476,1999,1999,0,10,9,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,United States,USA,37.09024,-95.712891,Northern America,Americas,257,,257,0.579787167,0.967764476
1999-0268-TUR,1482,1999,1999,0,10,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,17127,1358953,1376080,0.5244909,0.602847476
1999-0547-VEN,1483,1999,1999,0,10,9,Hydrological,Flood,Flood,Flash Flood,,Venezuela,VEN,6.42375,-66.58973,South America,Americas,30000,483635,513635,0.164233235,0.003074681
1999-0428-VNM,1484,1999,1999,0,10,9,Hydrological,Flood,Flood,Coastal Flood,,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,622,3504412,3505034,0.500836529,0.011290518
2000-0221-SOM,1489,2000,2000,0,11,0,Biological,Epidemic,Epidemic,Epidemic,Acute Watery Diarrheal Syndrome,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,390,,390,0.236349361,0.339715795
2000-0058-SOM,1488,2000,2000,0,11,0,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,230,2232,2462,0.669541751,0.985353926
2000-0660-UGA,1492,2000,2001,1,11,0,Biological,Epidemic,Epidemic,Viral Disease,Ebola Haemorrhagic Fever,Uganda,UGA,1.373333,32.290275,Eastern Africa,Africa,224,423,647,0.016189316,0.060676242
