dis_no,seq,start,end,years,decade,decade_year,category,subcategory,type,subtype,event_name,country,iso,latitude,longitude,region,continent,deaths,affected,deaths_affected,random_x,random_y
1990-0356-MEX,1086,1990,1990,0,10,0,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Mexico,MEX,23.634501,-102.552784,Central America,Americas,380,,380,0.325081083,0.007176496
1990-0569-GTM,1087,1990,1990,0,10,0,Biological,Epidemic,Epidemic,Viral Disease,,Guatemala,GTM,15.783471,-90.230759,Central America,Americas,200,,200,0.473447067,0.981699567
1990-0396-IND,1088,1990,1990,0,10,0,Meteorological,Storm,Storm,Convective Storm,,India,IND,20.593684,78.96288,Southern Asia,Asia,500,,500,0.286858291,0.420137463
1990-0580-IND,1091,1990,1990,0,10,0,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,250,1500000,1500250,0.201622315,0.05397955
1990-0177-VNM,1163,1990,1990,0,10,0,Biological,Epidemic,Epidemic,Parasitic Disease,,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,200,,200,0.482866691,0.951997796
1991-0694-BOL,1036,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Bolivia,BOL,-16.290154,-63.588653,South America,Americas,329,17665,17994,0.520017241,0.177830553
1991-0186-CHN,1041,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1075,,1075,0.599866307,0.968186629
1991-0261-CMR,1044,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Cameroon,CMR,7.369722,12.354722,Middle Africa,Africa,308,1343,1651,0.561597805,0.389679124
1991-0137-COL,1045,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Colombia,COL,4.570868,-74.297333,South America,Americas,350,14137,14487,0.626536948,0.180463312
1991-0138-ECU,1046,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Ecuador,ECU,-1.831239,-78.183406,South America,Americas,343,15131,15474,0.907400339,0.224974753
1991-0187-NER,1110,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Niger,NER,17.607789,8.081666,Western Africa,Africa,224,2331,2555,0.744543888,0.518489602
1991-0153-NGA,1112,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,7289,10000,17289,0.203906626,0.552388963
1991-0035-PER,1117,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Peru,PER,-9.189967,-75.015152,South America,Americas,1726,283353,285079,0.507230437,0.110761247
1991-0262-TCD,1165,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Chad,TCD,15.454166,18.732207,Middle Africa,Africa,1262,12204,13466,0.749512039,0.254361745
1991-0677-TZA,1166,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,290,,290,0.747567284,0.892604986
1991-0771-MYS,1109,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Viral Disease,Dengue,Malaysia,MYS,4.210484,101.975766,South-Eastern Asia,Asia,263,3750,4013,0.744555235,0.614346437
1991-0670-NPL,1114,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Epidemic,Gastroenteritis,Nepal,NPL,28.394857,84.124008,Southern Asia,Asia,1334,45341,46675,0.001086925,0.942696143
1991-0120-BGD,1027,1991,1991,0,10,1,Meteorological,Storm,Storm,Tropical Cyclone,Gorky (02B),Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,138866,15438849,15577715,0.426596397,0.713838689
1991-0132-PHL,1098,1991,1991,0,10,1,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Mount Pinatubo,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,640,1036065,1036705,0.773743431,0.630922125
1991-0383-PHL,1099,1991,1991,0,10,1,Meteorological,Storm,Storm,Tropical Cyclone,Thelma (Uring),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,5956,647254,653210,0.020967318,0.90726317
1991-0348-NGA,1113,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Viral Disease,Yellow Fever,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,400,1200,1600,0.880790708,0.770949192
1991-0123-CHN,1026,1991,1991,0,10,1,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1729,210232227,210233956,0.713256732,0.042186031
1991-0032-AFG,1029,1991,1991,0,10,1,Hydrological,Flood,Flood,Riverine Flood,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,415,108400,108815,0.683790662,0.740248298
1991-0130-AFG,1030,1991,1991,0,10,1,Hydrological,Flood,Flood,Riverine Flood,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,728,31000,31728,0.011113389,0.798355942
1991-0764-BGD,1032,1991,1991,0,10,1,Hydrological,Flood,Flood,Riverine Flood,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,200,1200000,1200200,0.685839801,0.344397677
1991-0086-BGD,1034,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Epidemic,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,1000,1500000,1501000,0.233801253,0.074576951
1991-0357-BGD,1035,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Epidemic,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,1700,108000,109700,0.065871263,0.742516157
1991-9305-CHN,1042,1991,1991,0,10,1,Climatological,Drought,Drought,Drought,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,2000,5000000,5002000,0.784419073,0.596841651
1991-0226-CHN,1043,1991,1991,0,10,1,Hydrological,Landslide,Landslide,Mudslide,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,200,,200,0.013870483,0.485144621
1991-0368-IND,1100,1991,1991,0,10,1,Geophysical,Earthquake,Earthquake,Ground Movement,,India,IND,20.593684,78.96288,Southern Asia,Asia,1500,54383,55883,0.888358075,0.281287962
1991-0048-MWI,1101,1991,1991,0,10,1,Hydrological,Flood,Flood,Flash Flood,,Malawi,MWI,-13.254308,34.301525,Eastern Africa,Africa,472,150000,150472,0.143278885,0.984181891
1991-0527-IND,1102,1991,1991,0,10,1,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,524,100000,100524,0.336128977,0.849969501
1991-0092-NER,1111,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Viral Disease,,Niger,NER,17.607789,8.081666,Western Africa,Africa,2618,87816,90434,0.986872357,0.096509417
1991-0033-PAK,1115,1991,1991,0,10,1,Geophysical,Earthquake,Earthquake,Ground Movement,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,300,204794,205094,0.081773728,0.093389742
1991-0279-PAK,1116,1991,1991,0,10,1,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,523,250,773,0.057533047,0.706009328
1991-0217-PER,1118,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Epidemic,,Peru,PER,-9.189967,-75.015152,South America,Americas,8000,,8000,0.311305266,0.035104103
1991-0059-PNG,1119,1991,1991,0,10,1,Hydrological,Landslide,Landslide,Landslide,,Papua New Guinea,PNG,-6.314993,143.95555,Melanesia,Oceania,200,5000,5200,0.130599328,0.24064147
1991-0117-SUN,1164,1991,1991,0,10,1,Geophysical,Earthquake,Earthquake,Ground Movement,,Russian Federation,RUS,61.52401,105.318756,Russian Federation,Europe,270,251500,251770,0.732544225,0.332349797
1991-0768-TZA,1167,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Bacterial Disease,,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,284,1733,2017,0.559002241,0.999301183
1991-0444-VNM,1170,1991,1991,0,10,1,Meteorological,Storm,Storm,Storm,,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,251,10200,10451,0.330287381,0.129865839
1991-0095-COD,1171,1991,1991,0,10,1,Biological,Epidemic,Epidemic,Viral Disease,,Congo (Dem. Rep.),COD,-4.038333,21.758664,Middle Africa,Africa,500,,500,0.471038973,0.024405204
1992-0460-ECU,1056,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Ecuador,ECU,-1.831239,-78.183406,South America,Americas,200,,200,0.310579672,0.61183962
1992-0459-GTM,1124,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Guatemala,GTM,15.783471,-90.230759,Central America,Americas,206,,206,0.8939182,0.606383776
1992-0166-MOZ,1128,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Mozambique,MOZ,-18.665695,35.529562,Eastern Africa,Africa,587,225673,226260,0.121592469,0.41837869
1992-0448-PER,1133,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Peru,PER,-9.189967,-75.015152,South America,Americas,690,,690,0.838811232,0.613516537
1992-0464-ZWE,1177,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Zimbabwe,ZWE,-19.015438,29.154857,Eastern Africa,Africa,258,5649,5907,0.30370021,0.753077089
1992-0557-TZA,2027,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Tanzania,TZA,-6.369028,34.888822,Eastern Africa,Africa,2231,40249,42480,0.442745086,0.887525195
1992-0257-NPL,1130,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Epidemic,Gastroenteritis,Nepal,NPL,28.394857,84.124008,Southern Asia,Asia,640,50000,50640,0.669534043,0.17479925
1992-0063-AFG,1048,1992,1992,0,10,2,Hydrological,Flood,Flood,Flash Flood,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,450,4000,4450,0.619680884,0.537474639
1992-0244-BDI,1051,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,,Burundi,BDI,-3.373056,29.918886,Eastern Africa,Africa,220,2068,2288,0.547583807,0.100227459
1992-0289-BGD,1052,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Epidemic,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,200,,200,0.602606717,0.809980884
1992-0036-CHN,1053,1992,1992,0,10,2,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,248,210070,210318,0.987879326,0.204365551
1992-0220-CHN,1054,1992,1992,0,10,2,Meteorological,Storm,Storm,Storm,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,448,35088,35536,0.363907823,0.615937768
1992-0153-CMR,1055,1992,1992,0,10,2,Biological,Epidemic,Epidemic,Bacterial Disease,,Cameroon,CMR,7.369722,12.354722,Middle Africa,Africa,731,7865,8596,0.249653846,0.20661879
1992-0149-EGY,1057,1992,1992,0,10,2,Geophysical,Earthquake,Earthquake,Ground Movement,,Egypt,EGY,26.820553,30.802498,Northern Africa,Africa,552,92649,93201,0.31224576,0.125138905
1992-0083-IND,1121,1992,1992,0,10,2,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,500,70000,70500,0.451664783,0.911309533
1992-0163-IDN,1122,1992,1992,0,10,2,Geophysical,Earthquake,Earthquake,Ground Movement,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,2500,92103,94603,0.635146627,0.834043935
1992-0500-IND,1125,1992,1992,0,10,2,Meteorological,Extreme_Temperature,Extreme Temperature,Cold Wave,,India,IND,20.593684,78.96288,Southern Asia,Asia,275,,275,0.074626646,0.720519942
1992-0062-PAK,1131,1992,1992,0,10,2,Hydrological,Flood,Flood,Riverine Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,1334,6655450,6656784,0.779725657,0.989975399
1992-0022-TUR,1172,1992,1992,0,10,2,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,653,348850,349503,0.271374965,0.415551945
1992-0313-VNM,1173,1992,1992,0,10,2,Hydrological,Landslide,Landslide,Avalanche,,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,200,38000,38200,0.208660361,0.829739175
1992-0199-TJK,1174,1992,1992,0,10,2,Hydrological,Landslide,Landslide,Landslide,,Tajikistan,TJK,38.861034,71.276093,Central Asia,Asia,243,,243,0.304510115,0.633921146
1992-0233-TJK,1175,1992,1992,0,10,2,Hydrological,Flood,Flood,Flood,,Tajikistan,TJK,38.861034,71.276093,Central Asia,Asia,1346,63500,64846,0.57376431,0.336406941
1992-0010-TUR,1176,1992,1992,0,10,2,Geophysical,Mass_Movement,Mass Movement,Avalanche,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,261,1069,1330,0.102825249,0.417968278
1993-0087-PHL,1147,1993,1993,0,10,3,Meteorological,Storm,Storm,Tropical Cyclone,Lola (Monang) And Manny (Naning),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,311,1159802,1160113,0.962213025,0.388154124
1993-0044-JPN,1134,1993,1993,0,10,3,Geophysical,Earthquake,Earthquake,Tsunami,Tsunami,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,239,7355,7594,0.998225434,0.836314706
1993-0135-BGD,1061,1993,1993,0,10,3,Meteorological,Storm,Storm,Storm,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,300,25200,25500,0.078198288,0.59521546
1993-0568-CHN,1065,1993,1993,0,10,3,Hydrological,Flood,Flood,Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1000,,1000,0.789173268,0.22763008
1993-0500-CMR,1066,1993,1993,0,10,3,Biological,Epidemic,Epidemic,Bacterial Disease,,Cameroon,CMR,7.369722,12.354722,Middle Africa,Africa,513,4070,4583,0.557938086,0.348784596
1993-0013-ECU,1067,1993,1993,0,10,3,Hydrological,Landslide,Landslide,Landslide,,Ecuador,ECU,-1.831239,-78.183406,South America,Americas,250,45,295,0.154007147,0.652341575
1993-0014-ECU,1068,1993,1993,0,10,3,Hydrological,Landslide,Landslide,Landslide,,Ecuador,ECU,-1.831239,-78.183406,South America,Americas,200,75020,75220,0.222072513,0.790072886
1993-0004-IRN,1135,1993,1993,0,10,3,Hydrological,Flood,Flood,Riverine Flood,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,407,484728,485135,0.316971334,0.127835241
1993-0052-NPL,1136,1993,1993,0,10,3,Hydrological,Flood,Flood,Flash Flood,,Nepal,NPL,28.394857,84.124008,Southern Asia,Asia,1048,553268,554316,0.166910465,0.353679114
1993-0084-HND,1138,1993,1993,0,10,3,Hydrological,Flood,Flood,Flash Flood,,Honduras,HND,15.199999,-86.241905,Central America,Americas,374,15000,15374,0.087493222,0.783805218
1993-0074-IND,1139,1993,1993,0,10,3,Geophysical,Earthquake,Earthquake,Ground Movement,,India,IND,20.593684,78.96288,Southern Asia,Asia,9748,30000,39748,0.009352139,0.045088972
1993-0325-IND,1140,1993,1993,0,10,3,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,260,,260,0.741589909,0.534502141
1993-0042-IND,1143,1993,1993,0,10,3,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,827,128000000,128000827,0.131014741,0.80265942
1993-0585-IRN,1144,1993,1993,0,10,3,Hydrological,Flood,Flood,Flood,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,370,2000,2370,0.340354889,0.260342635
1993-0304-PAK,1145,1993,1993,0,10,3,Meteorological,Storm,Storm,Tropical Cyclone,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,609,,609,0.829894281,0.741507199
1993-0111-RUS,1148,1993,1993,0,10,3,Hydrological,Landslide,Landslide,Avalanche,,Russian Federation,RUS,61.52401,105.318756,Eastern Europe,Europe,239,,239,0.02405383,0.246753902
1993-0424-USA,1181,1993,1993,0,10,3,Meteorological,Storm,Storm,Storm,,United States,USA,37.09024,-95.712891,Northern America,Americas,270,,270,0.418729839,0.980948745
1994-0788-CPV,1191,1994,1995,1,10,4,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Cape Verde Islands,CPV,16.002082,-24.013197,Western Africa,Africa,245,12344,12589,0.093475374,0.1356213
1994-0621-GIN,1243,1994,1994,0,10,4,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Guinea,GIN,9.945587,-9.696645,Western Africa,Africa,311,24000,24311,0.485726564,0.050306332
1994-0602-LAO,1250,1994,1994,0,10,4,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Laos,LAO,19.85627,102.495496,South-Eastern Asia,Asia,500,8000,8500,0.617283081,0.224703808
1994-0009-MDG,1151,1994,1994,0,10,4,Meteorological,Storm,Storm,Tropical Cyclone,"Daisy, Geralda",Madagascar,MDG,-18.766947,46.869107,Eastern Africa,Africa,200,540043,540243,0.168848019,0.340845498
1994-0198-CHN,1184,1994,1994,0,10,4,Meteorological,Storm,Storm,Tropical Cyclone,Fred (9416),China,CHN,35.86166,104.195397,Eastern Asia,Asia,1174,11001800,11002974,0.080367038,0.546158122
1994-0510-HTI,1238,1994,1994,0,10,4,Meteorological,Storm,Storm,Tropical Cyclone,Gordon,Haiti,HTI,18.971187,-72.285215,Caribbean,Americas,1122,1587000,1588122,0.9047185,0.105369334
1994-0035-MOZ,1152,1994,1994,0,10,4,Meteorological,Storm,Storm,Tropical Cyclone,Nadya,Mozambique,MOZ,-18.665695,35.529562,Eastern Africa,Africa,240,2502000,2502240,0.008701694,0.457276966
1994-0007-IDN,1149,1994,1994,0,10,4,Geophysical,Earthquake,Earthquake,Ground Movement,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,207,49399,49606,0.661708814,0.318012585
1994-0059-COL,1183,1994,1994,0,10,4,Geophysical,Earthquake,Earthquake,Ground Movement,,Colombia,COL,4.570868,-74.297333,South America,Americas,271,37416,37687,0.959856688,0.272667448
1994-0065-CHN,1186,1994,1994,0,10,4,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1001,78974400,78975401,0.0988913,0.178561888
1994-0066-CHN,1187,1994,1994,0,10,4,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,258,30547665,30547923,0.057876583,0.476049909
1994-0509-EGY,1237,1994,1994,0,10,4,Hydrological,Flood,Flood,Riverine Flood,,Egypt,EGY,26.820553,30.802498,Northern Africa,Africa,600,160660,161260,0.838984923,0.337731337
1994-0062-IDN,1239,1994,1994,0,10,4,Geophysical,Earthquake,Earthquake,Ground Movement,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,239,8720,8959,0.12005578,0.75271597
1994-0352-IND,1240,1994,1994,0,10,4,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,208,428500,428708,0.625275897,0.426800665
1994-0068-IND,1247,1994,1994,0,10,4,Hydrological,Flood,Flood,Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,2001,12060050,12062051,0.037897291,0.908703937
1994-0627-KEN,1248,1994,1994,0,10,4,Biological,Epidemic,Epidemic,Parasitic Disease,,Kenya,KEN,-0.023559,37.906193,Eastern Africa,Africa,1000,6500000,6501000,0.981162584,0.033652433
1994-0064-KHM,1249,1994,1994,0,10,4,Hydrological,Flood,Flood,Flood,,Cambodia,KHM,12.565679,104.990963,South-Eastern Asia,Asia,506,29000,29506,0.942492452,0.269918238
1994-0075-PAK,1251,1994,1994,0,10,4,Hydrological,Flood,Flood,Riverine Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,316,840016,840332,0.46852263,0.553095276
1994-0341-VNM,1348,1994,1994,0,10,4,Hydrological,Flood,Flood,Riverine Flood,,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,310,382000,382310,0.043217054,0.392687475
1995-0271-PHL,1270,1995,1995,0,10,5,Meteorological,Storm,Storm,Tropical Cyclone,Angela (Rosing),Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,882,1599588,1600470,0.61953593,0.34662332
1995-0087-COD,1356,1995,1995,0,10,5,Biological,Epidemic,Epidemic,Viral Disease,Ebola Haemorrhagic Fever,Congo (Dem. Rep.),COD,-4.038333,21.758664,Middle Africa,Africa,233,,233,0.68969683,0.213742735
1995-0188-CHN,1201,1995,1995,0,10,5,Meteorological,Storm,Storm,Tropical Cyclone,Kent,China,CHN,35.86166,104.195397,Eastern Asia,Asia,445,25000,25445,0.003003366,0.863130963
1995-0100-BGD,1192,1995,1995,0,10,5,Hydrological,Flood,Flood,Flood,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,250,12656006,12656256,0.746660477,0.065031374
1995-0050-AFG,1193,1995,1995,0,10,5,Hydrological,Landslide,Landslide,Landslide,,Afghanistan,AFG,33.93911,67.709953,Southern Asia,Asia,354,174,528,0.795025746,0.696389051
1995-0243-BGD,1194,1995,1995,0,10,5,Hydrological,Flood,Flood,Riverine Flood,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,400,1250000,1250400,0.407569853,0.659714409
1995-0407-BGD,1197,1995,1995,0,10,5,Biological,Epidemic,Epidemic,Parasitic Disease,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,350,20000,20350,0.775767989,0.499184477
1995-0082-BGD,1198,1995,1995,0,10,5,Meteorological,Storm,Storm,Storm,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,525,2070000,2070525,0.025099178,0.979146568
1995-0139-CHN,1200,1995,1995,0,10,5,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1437,114470249,114471686,0.246000863,0.342288893
1995-0016-JPN,1253,1995,1995,0,10,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,5297,541636,546933,0.30167645,0.341704119
1995-0209-PHL,1255,1995,1995,0,10,5,Hydrological,Flood,Flood,Flash Flood,,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,416,24485,24901,0.422533245,0.420732396
1995-0228-IND,1258,1995,1995,0,10,5,Hydrological,Flood,Flood,Riverine Flood,,India,IND,20.593684,78.96288,Southern Asia,Asia,1479,32704000,32705479,0.485027597,0.467040057
1995-0006-IND,1259,1995,1995,0,10,5,Hydrological,Landslide,Landslide,Avalanche,,India,IND,20.593684,78.96288,Southern Asia,Asia,200,5250,5450,0.797103743,0.537388823
1995-0202-IND,1260,1995,1995,0,10,5,Hydrological,Landslide,Landslide,Landslide,,India,IND,20.593684,78.96288,Southern Asia,Asia,400,1100000,1100400,0.512369288,0.867513055
1995-0112-IND,1262,1995,1995,0,10,5,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,India,IND,20.593684,78.96288,Southern Asia,Asia,558,,558,0.579502005,0.149339129
1995-0177-MAR,1264,1995,1995,0,10,5,Hydrological,Flood,Flood,Riverine Flood,,Morocco,MAR,31.791702,-7.09262,Northern Africa,Africa,730,35000,35730,0.425629635,0.09093859
1995-0427-NER,1266,1995,1995,0,10,5,Biological,Epidemic,Epidemic,Bacterial Disease,,Niger,NER,17.607789,8.081666,Western Africa,Africa,3022,63691,66713,0.549706859,0.907202204
1995-0156-PAK,1268,1995,1995,0,10,5,Hydrological,Flood,Flood,Flash Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,451,1255000,1255451,0.677070284,0.769748575
1995-0471-PAK,1269,1995,1995,0,10,5,Hydrological,Flood,Flood,Riverine Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,600,600000,600600,0.123352667,0.450247637
1995-0097-RUS,1271,1995,1995,0,10,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Russian Federation,RUS,61.52401,105.318756,Eastern Europe,Europe,1989,750,2739,0.557551355,0.120362705
1995-0359-RUS,1349,1995,1995,0,10,5,Meteorological,Extreme_Temperature,Extreme Temperature,Cold Wave,,Russian Federation,RUS,61.52401,105.318756,Eastern Europe,Europe,208,108,316,0.879917188,0.802818386
1995-0198-THA,1351,1995,1995,0,10,5,Hydrological,Flood,Flood,Riverine Flood,,Thailand,THA,15.870032,100.992541,South-Eastern Asia,Asia,231,4280984,4281215,0.58997204,0.788993445
1995-0320-UKR,1352,1995,1995,0,10,5,Biological,Epidemic,Epidemic,Bacterial Disease,,Ukraine,UKR,48.379433,31.16558,Eastern Europe,Europe,204,5336,5540,0.134367287,0.940236039
1995-0150-USA,1353,1995,1995,0,10,5,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,United States,USA,37.09024,-95.712891,Northern America,Americas,670,,670,0.243682225,0.549201483
1995-0236-VNM,1354,1995,1995,0,10,5,Hydrological,Flood,Flood,Riverine Flood,,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,253,400000,400253,0.052770278,0.041038846
1995-0305-ZAF,1355,1995,1996,1,10,5,Hydrological,Flood,Flood,Flash Flood,,South Africa,ZAF,-30.559482,22.937506,Southern Africa,Africa,207,4500,4707,0.974995238,0.004778464
1996-0106-IND,1274,1996,1996,0,10,6,Meteorological,Storm,Storm,Tropical Cyclone,3,India,IND,20.593684,78.96288,Southern Asia,Asia,731,1842100,1842831,0.678751087,0.120083562
1996-0256-IND,1275,1996,1996,0,10,6,Meteorological,Storm,Storm,Tropical Cyclone,07B,India,IND,20.593684,78.96288,Southern Asia,Asia,708,7000000,7000708,0.487589187,0.146473062
1996-0058-NGA,1287,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cerebro Spinal,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,4346,30212,34558,0.790955183,0.445332136
1996-0214-CMR,1214,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Cameroon,CMR,7.369722,12.354722,Middle Africa,Africa,378,2825,3203,0.384197287,0.744466982
1996-0443-GNB,1278,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Guinea-Bissau,GNB,11.803749,-15.180413,Western Africa,Africa,961,26967,27928,0.779019551,0.866505776
1996-0492-NER,1286,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Niger,NER,17.607789,8.081666,Western Africa,Africa,206,3957,4163,0.364781783,0.888929768
1996-0112-NGA,1288,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Nigeria,NGA,9.081999,8.675277,Western Africa,Africa,1193,12374,13567,0.166997818,0.28025907
1996-0126-SDN,1359,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,700,1800,2500,0.023261397,0.854571351
1996-0490-SOM,1361,1996,1997,1,10,6,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Somalia,SOM,5.152149,46.199616,Eastern Africa,Africa,247,5557,5804,0.078352763,0.185635698
1996-0223-IND,1281,1996,1996,0,10,6,Biological,Epidemic,Epidemic,Viral Disease,Dengue,India,IND,20.593684,78.96288,Southern Asia,Asia,354,8423,8777,0.574697627,0.389728999
1996-0110-VNM,1365,1996,1996,0,10,6,Meteorological,Storm,Storm,Tropical Cyclone,Frankie,Vietnam,VNM,14.058324,108.277199,South-Eastern Asia,Asia,585,387091,387676,0.453953933,0.076312952
